,_arpt_ident,_name,_state_prov,_icao,_faa_host_id,_loc_hdatum,_wgs_datum,_wgs_lat,_wgs_dlat,_wgs_long,_wgs_dlong,_elev,_type,_mag_var,_wac,_beacon,_second_arpt,_opr_agy,_sec_name,_sec_icao,_sec_faa,_sec_opr_agy,_cycle_date,__id
,JO27850,KING FAISAL,,OJ,OJ39,WGE,WGE,N30203721,30.343669,E036085115,36.147542,02825,C,E003289 0105,0446,Y,,JO,,,,,200405,3605
,JO45454,H4,,OJHR,N,WGE,WGE,N32322118,32.539217,E038114195,38.194986,02250,D,E003448 0105,0426,,,JO,,,,,200304,3606
,JO66344,PRINCE HASAN,,OJHF,N,WGE,WGE,N32093869,32.160747,E037085778,37.149383,02220,C,E003413 0105,0426,,,JO,,,,,200305,3608
,JO81333,SHAHEED MWAFFAQ,,OJ,OJ40,WGE,WGE,N31493219,31.825608,E036465530,36.782028,01706,C,E003387 0105,0446,,,JO,,,,,200412,3609
,KE26049,MULIKA,,HKMK,N,WGE,WGE,N00134908,0.230300,E038101358,38.170439,02230,D,E000139 0105,0910,,,PV,,,,,200202,3615
,KE39582,KAKAMEGA,,HKKG,N,WGE,WGE,N00161683,0.271342,E034471427,34.787297,05020,D,E000334 0105,0909,,,CI,,,,,200307,3616
,KE61607,LODWAR,,HKLO,N,WGE,WGE,N03071908,3.121967,E035363129,35.608692,01715,D,E001024 0105,0909,,,CI,,,,,200403,3620
,KE78866,GARISSA,,HKGA,N,WGE,WGE,S00274863,-0.463508,E039385387,39.648297,00475,D,W000095 0105,0931,,,CI,,,,,200304,3621
,KE80836,MUSIARA,,HK,HK48,WGE,WGE,S01175451,-1.298475,E035034965,35.063792,05200,D,E000112 0105,0932,,,UN,,,,,200405,3622
,KE81494,MALINDI,,HKML,N,WGE,WGE,S03134550,-3.229306,E040060600,40.101667,00080,A,W001042 0105,0931,,,CI,,,,,200410,3623
,KE86973,NAIVASHA,,HKNV,N,WGE,WGE,S00471663,-0.787953,E036260070,36.433528,06380,D,E000113 0105,0932,,,CI,,,,,200213,3625
,KG00001,BATKEN,,UA,UA30,U,WGE,N40023388,40.042744,E070501723,70.838119,03474,D,E004135 0105,0328,,,MI,,,,,200405,3628
,KG00002,KANT,,UAFW,N,U,WGE,N42511165,42.853236,E074504752,74.846533,02549,B,E004527 0105,0328,,,ML,,,,,200408,3629
,AG85161,NOUMERAT MOUFDI ZAKARIA,,DAUG,N,WGE,WGE,N32230129,32.383692,E003474133,3.794814,01512,A,E000182 1210,0421,Y,,CI,,,,,201008,70
,US52491,CENTRAL ILLINOIS RGNL,17,KBMI,BMI,WGE,WGE,N40283760,40.477111,W088545730,-88.915917,00871,A,W002135 1210,0308,Y,,PA,,,,,201102,7962
,US52507,DAVIDSON CO,37,KZ,KEXX,WGE,WGE,N35465211,35.781142,W080181362,-80.303783,00733,D,W007518 1210,0409,Y,,PA,,,,,201102,7963
,US52599,GUTHRIE EDMOND RGNL,40,KZ,KGOK,WGE,WGE,N35510450,35.851250,W097245790,-97.416083,01069,D,E004237 1210,0407,Y,,PA,,,,,201102,7964
,US52611,ADAMS FLD,05,KLIT,LIT,WGE,WGE,N34434600,34.729444,W092132920,-92.224778,00266,A,E000571 1210,0408,Y,,PA,,,,,201102,7965
,AG86488,BOU SAADA,,DAAD,N,WGE,WGE,N35195700,35.332500,E004122300,4.206389,01506,D,E000288 1210,0422,,,CI,,,,,201102,71
,US52651,PERU MUNI,18,KZ,KI76,WGE,WGE,N40470878,40.785772,W086084716,-86.146433,00779,A,W004314 1210,0308,Y,,PA,,,,,201101,7966
,US52655,ARCO BUTTE CO,16,KZ,KAOC,WGE,WGE,N43361273,43.603536,W113200334,-113.334261,05332,D,E013165 1210,0305,Y,,PA,,,,,201004,7967
,US52696,WURTSBORO SULLIVAN CO,36,KZ,KN82,WGE,WGE,N41354997,41.597214,W074273000,-74.458333,00560,D,W013065 1210,0310,,,PA,,,,,200804,7968
,US52741,TWIN BRIDGES,30,KZ,K7S1,WGE,WGE,N45320148,45.533744,W112180944,-112.302622,04777,D,E013157 1210,0268,Y,,PA,,,,,201102,7969
,AG87342,FERHAT ABBAS,,DAAV,N,WGE,WGE,N36474245,36.795125,E005522461,5.873503,00036,D,E000514 1210,0345,,,CI,,,,,201008,72
,US52755,WINNEMUCCA MUNI,32,KWMC,WMC,WGE,WGE,N40534780,40.896611,W117482120,-117.805890,04308,A,E014032 1210,0304,Y,,PA,,,,,201010,7970
,US52775,FREDERICK MUNI,24,KZ,KFDK,WGE,WGE,N39250330,39.417583,W077222750,-77.374306,00303,A,W010422 1210,0357,Y,,PA,,,,,201012,7971
,US52843,CHESAPEAKE RGNL,51,KZ,KCPK,WGE,WGE,N36395620,36.665611,W076191440,-76.320667,00019,A,W010408 1210,0357,Y,,PA,,,,,201013,7972
,US52846,WILLOW SPRINGS MEM,29,KZ,K1H5,WGE,WGE,N36592263,36.989619,W091571468,-91.954078,01247,D,E000338 1210,0359,,,PA,,,,,201012,7973
,US52901,CORTLAND CO CHASE FLD,36,KZ,KN03,WGE,WGE,N42353352,42.592644,W076125358,-76.214882,01198,D,W012217 1210,0310,Y,,PA,,,,,201009,7974
,US52911,BROWN CO,39,KZ,KGEO,WGE,WGE,N38525500,38.881944,W083525785,-83.882736,00958,D,W005547 1210,0358,Y,,PA,,,,,201001,7975
,US52937,DEWITT FLD OLD TOWN MUNI,23,KOLD,OLD,WGE,WGE,N44570900,44.952500,W068402760,-68.674332,00126,D,W016578 1210,0262,Y,,PA,,,,,201009,7976
,US52950,STEWART INTL,36,KSWF,SWF,WGE,WGE,N41301480,41.504111,W074061740,-74.104833,00491,B,W013169 1210,0310,Y,,PA,,,,,201101,7977
,US53043,HARNETT RGNL JETPORT,37,KZ,KHRJ,WGE,WGE,N35224856,35.380156,W078435605,-78.732236,00202,D,W008505 1210,0410,Y,,PA,,,,,201102,7978
,US53048,SUMNER CO RGNL,47,KZ,KM33,WGE,WGE,N36223660,36.376833,W086243150,-86.408750,00583,A,W003314 1210,0359,Y,,PA,,,,,201013,7979
,KE01988,KISUMU,,HKKI,N,WGE,WGE,S00051010,-0.086139,E034434401,34.728892,03796,A,E000542 1210,0932,Y,,CI,,,,,201102,3611
,KE18860,MOMBASA MOI INTL,,HKMO,N,WGE,WGE,S04013459,-4.026275,E039355663,39.599064,00199,A,W001019 1210,1031,Y,,CI,,,,,201102,3613
,KE25713,WAJIR,,HKWJ,N,WGE,WGE,N01435927,1.733131,E040052946,40.091517,00770,D,E000342 1210,0910,,,ML,,,,,201008,3614
,KE41172,LAMU MANDA,,HKLU,N,WGE,WGE,S02150142,-2.250394,E040544345,40.912069,00018,D,W000418 1210,0931,,,CI,,,,,201103,3617
,KE52695,KITUI,,HK,HK47,WGE,WGE,S01222206,-1.372794,E037584121,37.978114,03790,D,E000092 1210,0931,,,CI,,,,,201008,3618
,KE53824,EASTLEIGH,,HKRE,N,WGE,WGE,S01163836,-1.277322,E036514443,36.862342,05385,C,E000213 1210,0932,Y,,MI,,,,,201008,3619
,KE84660,NAIROBI WILSON,,HKNW,N,WGE,WGE,S01191914,-1.321983,E036485348,36.814856,05546,A,E000210 1210,0932,Y,,CI,,,,,201009,3624
,KE86981,KITALE,,HKKT,N,WGE,WGE,N00581916,0.971989,E034573080,34.958556,06070,D,E001063 1210,0909,,,CI,,,,,201008,3626
,KE87191,ELDORET INTL,,HKEL,N,WGE,WGE,N00241605,0.404458,E035142014,35.238928,06948,D,E000576 1210,0909,Y,,CI,,,,,201013,3627
,KG00082,TAMCHY,,UAFL,N,WGE,WGE,N42351640,42.587889,E076424455,76.712375,05416,A,E004374 1210,0329,,,CI,,,,,201013,3630
,KG84680,OSH,,UAFO,N,WGE,WGE,N40363232,40.608978,E072473557,72.793214,02928,A,E004245 1210,0328,,,CI,,,,,201008,3632
,US53100,TROY,30,KZ,K57S,WGE,WGE,N48284880,48.480222,W115541262,-115.903506,02017,D,E015190 1210,0216,,,MU,,,,,200810,7980
,US53112,FREEMAN FLD,20,KZ,K3JC,WGE,WGE,N39023579,39.043274,W096503583,-96.843285,01101,A,E003576 1210,0360,Y,,PA,,,,,201103,7981
,US53120,BAUDETTE INTL,27,KBDE,BDE,WGE,WGE,N48434240,48.728444,W094364400,-94.612222,01086,A,E001241 1210,0219,Y,,PA,,,,,201011,7982
,US53152,SCOTT,22,KZ,KM80,WGE,WGE,N32245871,32.416308,W091085589,-91.148858,00084,D,E000241 1210,0408,Y,,PA,,,,,201001,7983
,US53154,CLIFTON MUNI ISENHOWER FLD,48,KZ,K7F7,WGE,WGE,N31490056,31.816822,W097340107,-97.566963,00760,D,E004308 1210,0469,Y,,PA,,,,,200903,7984
,US53170,HARTNESS STATE,50,KZ,KVSF,WGE,WGE,N43203706,43.343628,W072310233,-72.517314,00577,D,W014430 1210,0310,Y,,PA,,,,,201011,7985
,US53181,CROSBY MUNI,38,KZ,KD50,WGE,WGE,N48554266,48.928517,W103175011,-103.297253,01950,D,E008392 1210,0218,Y,,PA,,,,,201013,7986
,AG89748,SETIF 8 MAI 45,,DAAS,N,WGE,WGE,N36104200,36.178333,E005193767,5.327131,03330,C,E000438 1210,0345,,,MI,,,,,201008,9996
,AG93130,IN SALAH,,DAUI,N,WGE,WGE,N27150368,27.251022,E002304326,2.512017,00896,A,W000143 1210,0539,Y,,CI,,,,,201008,73
,JO11703,QUEEN ALIA INTL,,OJAI,AMM,WGE,WGE,N31432391,31.723308,E035593855,35.994042,02395,A,E004062 1210,0447,Y,,CI,,,,,201011,3604
,KZ00006,CHIMKENT SAYRAM,,UT,UT31,WGE,WGE,N42173264,42.292400,E069505765,69.849347,02470,D,E005113 0105,0328,,,UN,,,,,200405,3684
,AG99976,EL GOLEA,,DAUE,N,WGE,WGE,N30343809,30.577247,E002515117,2.864214,01306,A,E000019 1210,0452,Y,,CI,,,,,201008,76
,KZ00011,ARKALYK NORTH,,UA,UA33,WGE,WGE,N50190742,50.318728,E066570857,66.952381,01266,A,E009260 0105,0237,,,CI,,,,,200405,3689
,KZ00012,CHARDARA,,UA,UA34,U,WGE,N41163528,41.276467,E067581547,67.970964,00709,D,E004566 0405,0328,,,CI,,,,,200505,3690
,KZ00018,LUGOVOY,,UA,UA36,U,WGE,N42582510,42.973639,E072433494,72.726372,02130,C,E005108 0105,0328,,,UN,,,,,200405,3695
,KS87140,GANGNEUNG,,RKNN,N,WGE,WGE,N37451272,37.753533,E128563795,128.943875,00032,C,W008102 1210,0380,Y,,MI,,,,,201010,3664
,KS89597,JINHAE,,RKPE,N,WGE,WGE,N35082624,35.140622,E128414853,128.696814,00008,D,W007205 1210,0387,,,NA,,,,,200902,3666
,KS89820,JUNGWON AB,,RKTI,N,WGE,WGE,N37014802,37.030006,E127530686,127.885239,00281,C,W007518 1210,0380,Y,,MI,,,,,201008,3667
,KS93016,POHANG,,RKTH,N,WGE,WGE,N35591658,35.987939,E129251334,129.420372,00068,B,W007388 1210,0387,Y,,ML,,,,,201013,3668
,KS99718,YECHEON,,RKTY,N,WGE,WGE,N36375466,36.631850,E128211759,128.354886,00354,C,W007467 1210,0380,Y,,MI,,,,,201007,3669
,KS99729,G 413,,RK,RK21,WGE,WGE,N38225619,38.382275,E128272730,128.457583,00020,D,W008198 1210,0380,,,MI,,,,,200813,3670
,KS99752,G 414,,RK,RK43,WGE,WGE,N38062104,38.105844,E128120186,128.200517,00630,D,W008133 1210,0380,,,MI,,,,,200813,3671
,KS99753,G 412,,RK,RK44,WGE,WGE,N38143594,38.243317,E128120856,128.202378,00950,D,W008158 1210,0380,,,MI,,,,,200813,3672
,KS99994,G 536,,RKUL,N,WGE,WGE,N36160264,36.267400,E127063788,127.110522,00104,C,W007337 1210,0380,Y,,MI,,,,,201005,3673
,KT14337,CHRISTMAS ISLAND,,YPXM,N,WGE,WGE,S10270200,-10.450556,E105412500,105.690278,00916,D,E000238 1210,1103,,,PV,,,,,201008,3674
,KU00003,UDAIRI AAF,,OKDI,N,WGE,WGE,N29415144,29.697622,E047260953,47.435981,00430,C,E003197 1210,0445,,,AA,,,,,201005,3675
,KU21142,AHMED AL JABER AB,,OKAJ,N,WGE,WGE,N28560561,28.934892,E047473102,47.791950,00409,C,E003101 1210,0445,,,MI,,,,,201101,3676
,KU48333,ALI AL SALEM AB,,OKAS,N,WGE,WGE,N29204827,29.346742,E047311471,47.520753,00472,C,E003157 1210,0445,,,MI,,,,,201013,3678
,KZ00001,ZHEZKAZGAN,,UAKD,N,WGE,WGE,N47423261,47.709058,E067441807,67.738353,01250,A,E008073 1210,0245,,,CI,,,,,201002,3679
,KZ00002,KOSTANAY,,UAUU,N,WGE,WGE,N53122635,53.207319,E063325646,63.549017,00610,A,E011433 1210,0164,,,CI,,,,,201013,3680
,KZ00003,ATYRAU,,UATG,N,WGE,WGE,N47071937,47.122047,E051491233,51.820092,-0072,A,E008191 1210,0247,,,CI,,,,,200912,3681
,KZ00005,URALSK,,UARR,N,WGE,WGE,N51090330,51.150917,E051323008,51.541689,00126,A,E010162 1210,0235,,,CI,,,,,201007,3683
,KZ00007,SHYMKENT,,UAII,N,WGE,WGE,N42215424,42.365067,E069283138,69.475383,01391,A,E005265 1210,0328,,,CI,,,,,201012,3685
,KZ00009,BALKHASH,,UAAH,N,WGE,WGE,N46533940,46.894278,E075001640,75.004556,01443,A,E006419 1210,0244,,,CI,,,,,201004,3687
,KZ00010,KOKSHETAU,,UACK,N,WGE,WGE,N53194486,53.329128,E069354054,69.594594,00886,C,E011130 1210,0163,,,MI,,,,,201002,3688
,KZ00013,AKTAU,,UATE,N,WGE,WGE,N43513628,43.860078,E051052692,51.090811,00069,A,E006564 1210,0326,,,CI,,,,,201006,3691
,KZ00014,PETROPAVLOVSK,,UACP,N,WGE,WGE,N54462972,54.774922,E069110223,69.183953,00447,A,E012157 1210,0163,,,CI,,,,,201008,3692
,KZ00016,SEMEY,,UASS,N,WGE,WGE,N50210631,50.351753,E080140170,80.233806,00761,A,E007102 1210,0239,,,CI,,,,,201004,3693
,KZ00017,UST KAMENOGORSK,,UASK,N,WGE,WGE,N50021167,50.036575,E082293724,82.493678,00936,A,E006212 1210,0239,,,CI,,,,,200912,3694
,KZ00019,TARAZ,,UADD,N,WGE,WGE,N42511352,42.853756,E071181072,71.302978,02184,A,E005268 1210,0328,,,CI,,,,,201013,3696
,KZ00027,PAVLODAR,,UASP,N,WGE,WGE,N52114317,52.195325,E077042397,77.073325,00410,A,E009003 1210,0162,,,CI,,,,,201007,3697
,KZ58265,AKTOBE,,UATT,N,WGE,WGE,N50144631,50.246197,E057121967,57.205464,00741,A,E010017 1210,0236,,,CI,,,,,200909,3699
,LA11076,WATTAY INTL,,VLVT,N,WGE,WGE,N17591792,17.988311,E102334773,102.563258,00564,B,W000521 1210,0617,Y,,ML,,,,,201008,3700
,LA19156,LUANG PHABANG INTL,,VLLB,N,WGE,WGE,N19535249,19.897914,E102093875,102.160764,00961,D,W000582 1210,0617,Y,,CI,,,,,201008,3701
,LA43227,SAVANNAKHET,,VLSK,N,WGE,WGE,N16332374,16.556594,E104453431,104.759531,00516,D,W000499 1210,0617,,,ML,,,,,201008,3702
,LA45857,BAN HUOEISAY,,VLHS,N,WGE,WGE,N20152886,20.258017,E100261350,100.437083,01380,D,W000546 1210,0556,,,CI,,,,,201009,3703
,LA49907,PAKSE,,VLPS,N,WGE,WGE,N15080700,15.135278,E105464550,105.779306,00351,D,W000440 1210,0738,Y,,ML,,,,,201101,3704
,LA85540,PHONESAVANH,,VLPV,N,WGE,WGE,N19271751,19.454864,E103130555,103.218208,03628,D,W000598 1210,0617,,,CI,,,,,201008,3705
,LA88510,XIENG KHOUANG,,VLXK,VL83,WGE,WGE,N19265219,19.447831,E103092554,103.157094,03500,D,W000595 1210,0617,,,MI,,,,,201009,3706
,LE08912,RENE MOUAWAD,,OLKA,N,WGE,WGE,N34352158,34.589328,E036004128,36.011467,00023,B,E004269 0111,0426,Y,,ML,,,,,201013,3707
,LE13565,RAFIC HARIRI INTL,,OLBA,N,WGE,WGE,N33490540,33.818167,E035290207,35.483908,00087,B,E004198 1210,0426,Y,,ML,,,,,201013,3708
,US53202,SHERIDAN,18,KZ,K5I4,WGE,WGE,N40104053,40.177925,W086130228,-86.217300,00936,A,W004207 1210,0308,Y,,PA,,,,,201009,7987
,LH00002,KEDAINIAI,,EYKD,N,WGE,WGE,N55184200,55.311667,E023572300,23.956389,00171,D,E005323 0105,0168,,,CI,,,,,200504,3714
,LH62282,PAJUOSTIS,,EYPP,N,WGE,WGE,N55434600,55.729444,E024273900,24.460833,00197,C,E005467 0105,0168,,,MI,,,,,200504,3720
,LY17467,MARTUBAH,,HL,HL52,WGE,WGE,N32323215,32.542264,E022444329,22.745358,01014,D,E002397 0105,0424,,,MI,,,,,200405,3740
,LY18986,SIDI SALIH,,HL,HL53,WGE,WGE,N32294113,32.494758,E013172424,13.290067,00490,D,E001256 0105,0423,,,CI,,,,,200405,3741
,LY19694,BENI WALID,,HL,HL54,WGE,WGE,N31442120,31.739222,E013571440,13.954000,00985,D,E001287 0105,0450,,,ML,,,,,200405,3742
,LY23801,MATAN AS SARRA,,HL,HL56,WGE,WGE,N21411588,21.687744,E021495136,21.830933,01722,D,E001462 0105,0569,,,MI,,,,,200405,3744
,LY24108,AL WIGH,,HL,HL57,WGE,WGE,N24110919,24.185886,E014315809,14.532803,01558,D,E001004 0105,0541,,,MI,,,,,200405,3745
,LY26526,AGEDABIA,,HL,HL58,WGE,WGE,N30455426,30.765072,E020112916,20.191433,00050,D,E002141 0105,0449,,,CI,,,,,200405,3746
,LY30852,AL KHADIM,,HL,HL59,WGE,WGE,N31595471,31.998531,E021113042,21.191783,00800,D,E002265 0105,0449,,,MI,,,,,200405,3747
,LY36151,AL MARJ,,HL,HL60,WGE,WGE,N32313103,32.525286,E020523019,20.875053,00950,D,E002264 0105,0424,,,CI,,,,,200405,3749
,LY45491,QARYAT AL KARMAL,,HL,HL64,WGE,WGE,N31583236,31.975656,E020013674,20.026872,00085,D,E002179 0105,0449,,,MI,,,,,200405,3756
,LY54982,TAMINHINT,,HL,HL66,WGE,WGE,N27142424,27.240067,E014392252,14.656256,01325,B,E001160 0105,0541,,,ML,,,,,200405,3760
,LG00013,VENTSPILS INTL,,EVVA,N,WGE,WGE,N57212800,57.357778,E021323900,21.544167,00019,D,E005519 1210,0152,Y,,CI,,,,,200913,3710
,LG19485,LIEPAJA INTL,,EVLA,N,WGE,WGE,N56310300,56.517500,E021054900,21.096944,00016,A,E005338 1210,0152,,,CI,,,,,201010,3711
,LH00005,BARYSIAI,,EYSB,N,WGE,WGE,N56041400,56.070556,E023332900,23.558056,00270,D,E006163 1210,0153,,,CI,,,,,200908,3715
,LH00007,KAUNAS INTL,,EYKA,N,WGE,WGE,N54575011,54.963919,E024050520,24.084778,00256,A,E006121 1210,0168,,,CI,,,,,201009,3716
,LH00008,S DARIAUS,,EYKS,N,WGE,WGE,N54524700,54.879722,E023525100,23.880833,00246,D,E006074 1210,0168,,,CI,,,,,200710,3717
,LH49116,PALANGA INTL,,EYPA,N,WGE,WGE,N55582362,55.973228,E021053788,21.093856,00033,A,E005282 1210,0168,,,CI,,,,,201008,3718
,LI45446,MONROVIA ROBERTS INTL,,GLRB,N,WGE,WGE,N06140157,6.233769,W010214437,-10.362325,00029,A,W007334 1210,0818,Y,,CI,,,,,201103,3721
,LI78544,MONROVIA SPRIGGS PAYNE,,GLMR,N,WGE,WGE,N06172056,6.289044,W010450190,-10.750528,00030,D,W007411 0111,0818,Y,,CI,,,,,201103,3722
,LO00003,MALACKY,,LZMC,N,WGE,WGE,N48240727,48.402019,E017070649,17.118469,00692,C,E003310 1210,0232,,,MI,,,,,201013,3723
,LO00008,TRENCIN,,LZTN,N,WGE,WGE,N48515109,48.864192,E017593141,17.992058,00676,D,E003452 1210,0232,,,PV,,,,,200904,3724
,LO25729,ZILINA,,LZZI,N,WGE,WGE,N49140035,49.233431,E018364894,18.613594,01020,A,E003557 1210,0232,Y,,CI,,,,,201013,3725
,LO54076,M R STEFANIK,,LZIB,N,WGE,WGE,N48101200,48.170000,E017124600,17.212778,00436,A,E003313 1210,0232,,,CI,,,,,201010,3726
,LO72485,SLIAC,,LZSL,N,WGE,WGE,N48381698,48.638050,E019080291,19.134142,01047,B,E003594 1210,0232,,,ML,,,,,201103,3727
,LO73507,TATRY,,LZTT,N,WGE,WGE,N49042488,49.073578,E020142830,20.241194,02356,A,E004169 1210,0232,,,CI,,,,,201003,3728
,LO76291,PIESTANY,,LZPP,N,WGE,WGE,N48373045,48.625125,E017494288,17.828578,00545,A,E003417 1210,0232,,,CI,,,,,200913,3729
,LO97547,KOSICE,,LZKZ,N,WGE,WGE,N48394700,48.663056,E021142800,21.241111,00755,B,E004274 1210,0232,,,ML,,,,,201009,3730
,LT74008,MEJAMETALANA,,FXMU,N,WGE,WGE,S29181206,-29.303350,E027300952,27.502644,05105,C,W022181 1210,1398,Y,,MI,,,,,201008,3731
,LT77231,MOSHOESHOE I INTL,,FXMM,N,WGE,WGE,S29274412,-29.462256,E027330901,27.552503,05351,A,W022325 0111,1398,Y,,CI,,,,,201102,3732
,LY01864,MITIGA,,HLLM,N,WGE,WGE,N32533053,32.891814,E013171532,13.287589,00036,B,E001582 1210,0423,,,ML,,,,,201008,3734
,LY03830,GHADAMES,,HLTD,N,WGE,WGE,N30090610,30.151695,E009425510,9.715305,01154,D,E001153 1210,0451,Y,,CI,,,,,201012,3735
,LY03935,AMAL V12,,HLAM,N,WGE,WGE,N29284620,29.479500,E021072079,21.122442,00145,D,E002474 1210,0449,,,PV,,,,,201008,3736
,LY07028,UBARI,,HLUB,N,WGE,WGE,N26340297,26.567492,E012492318,12.823106,01387,D,E001282 1210,0541,,,PV,,,,,201008,3738
,LY12813,DAHRA WAREHOUSE 32,,HLRA,N,WGE,WGE,N29282124,29.472567,E017560577,17.934936,01050,D,E002232 1210,0450,,,CI,,,,,201008,3739
,LY21271,OXY 103A,,HLZG,N,WGE,WGE,N29002191,29.006086,E020471084,20.786344,00318,D,E002430 1210,0449,,,PV,,,,,201008,3743
,LY32232,GHARDABIYA INTL,,HLGD,N,WGE,WGE,N31033531,31.059808,E016353855,16.594042,00267,C,E002197 0211,0450,,,MI,,,,,201103,3748
,LY36310,SARIR C4,,HLSA,N,WGE,WGE,N27394452,27.662367,E022303096,22.508600,00400,D,E002498 1210,0542,,,PV,,,,,201008,3750
,LY40579,ZUETINA,,HLZU,N,WGE,WGE,N30521270,30.870195,E020043180,20.075500,00016,D,E002454 1210,0449,,,PV,,,,,201008,3751
,LY43706,WAREHOUSE 59A,,HLWA,N,WGE,WGE,N28192058,28.322383,E019554818,19.930050,00488,D,E002338 1210,0449,,,CI,,,,,201008,3752
,LY44035,BU ATTIFEL A100,,HLFL,N,WGE,WGE,N28474388,28.795522,E022045141,22.080947,00161,D,E002515 1210,0449,,,CI,,,,,201008,3753
,LY44679,HON,,HLON,N,WGE,WGE,N29063638,29.110106,E015575604,15.965567,00919,D,E002059 1210,0450,,,CI,,,,,201008,3754
,LY45064,GIALO 59E,,HLGL,N,WGE,WGE,N28381845,28.638458,E021261695,21.438042,00325,D,E002462 1210,0449,,,CI,,,,,201008,3755
,LY47077,EL BEIDA,,HLLQ,N,WGE,WGE,N32471922,32.788673,E021575160,21.964333,02168,D,E003073 1210,0424,,,ML,,,,,201013,3757
,LY48296,NAFOORA M4,,HLNR,N,WGE,WGE,N29124698,29.213050,E021353177,21.592158,00053,D,E002497 1210,0449,,,PV,,,,,201008,3758
,LY48441,MARSA BREGA S21,,HLMB,N,WGE,WGE,N30224130,30.378139,E019343520,19.576444,00050,D,E002396 1210,0449,,,PV,,,,,201008,3759
,LY58183,ZELLA 74,,HLZA,N,WGE,WGE,N28352356,28.589878,E017173789,17.293858,01085,D,E002144 1210,0450,,,PV,,,,,201008,3761
,LY59356,GAMAL ABD EL NASSER,,HL,HL67,WGE,WGE,N31514064,31.861289,E023542519,23.906997,00519,C,E002446 0105,0449,,,MI,,,,,200405,3762
,LY59555,AL BUMBAH NORTH,,HL,HL68,WGE,WGE,N32271043,32.452897,E023070702,23.118617,00033,C,E002419 0105,0424,,,MI,,,,,200405,3763
,LY65063,AL JUFRA,,HL,HL69,WGE,WGE,N29115300,29.198056,E016000370,16.001028,00846,C,E001354 0105,0450,,,MI,,,,,200405,3764
,LY65327,AL KHUWAYMAT,,HL,HL70,WGE,WGE,N27152640,27.257333,E021370530,21.618139,00500,C,E002092 0105,0542,,,MI,,,,,200405,3765
,LY65624,BIR UMRAN,,HL,HL71,WGE,WGE,N26195679,26.332442,E013251959,13.422108,01400,D,E001016 0105,0541,,,CI,,,,,200405,3766
,LY66184,WADDAN,,HL,HL72,WGE,WGE,N29082100,29.139167,E016093700,16.160278,00910,D,E001365 0105,0450,,,CI,,,,,200405,3767
,LY68800,BRACH,,HL,HL73,WGE,WGE,N27391209,27.653358,E014161852,14.271811,01482,B,E001147 0105,0541,,,ML,,,,,200405,3768
,US53206,FOLLETT LIPSCOMB CO,48,KZ,KT93,WGE,WGE,N36262690,36.440806,W100072570,-100.123806,02601,D,E006038 1210,0361,,,PA,,,,,201005,7988
,LY75767,BEDA M3,,HL,HL74,WGE,WGE,N28301201,28.503336,E019001005,19.002792,00499,D,E001556 0105,0449,,,CI,,,,,200405,3770
,LY84290,OKBA IBN NAFA,,HL,HL77,WGE,WGE,N32282430,32.473417,E011535247,11.897908,00253,C,E001130 0105,0423,Y,,MI,,,,,200405,3777
,LY87790,WAW AL KABIR,,HL,HL79,WGE,WGE,N25212466,25.356850,E016483592,16.809978,01465,D,E001245 0105,0541,,,MI,,,,,200405,3780
,LH00001,SIAULIAI INTL,,EYSA,SQQ,WGE,WGE,N55533469,55.892969,E023233742,23.393728,00443,B,E006110 1210,0168,,,ML,,,,,201008,3713
,LY89428,MATRATIN,,HL,HL80,WGE,WGE,N30383467,30.642964,E018191488,18.320800,00100,D,E001596 0105,0449,,,CI,,,,,200405,3781
,LY96424,NANUR,,HL,HL83,WGE,WGE,N31421854,31.705150,E014544183,14.911619,00185,D,E001367 0105,0450,,,CI,,,,,200405,3784
,MA37567,ANALALAVA,,FMNL,N,WGE,WGE,S14374690,-14.629694,E047454962,47.763783,00345,D,W010276 0105,1156,,,CI,,,,,200106,3799
,MA52183,ANTSIRANANA ANDRAKAKA,,FM,FM43,WGE,WGE,S12152193,-12.256092,E049151502,49.254172,00200,C,W008480 0105,1156,,,MI,,,,,200405,3803
,MA75317,ANTANANARIVO ARIVONIMAMO,,FMMA,N,WGE,WGE,S19014440,-19.029000,E047101852,47.171811,04757,C,W015058 0105,1173,,,UN,,,,,200203,3807
,MA77662,BESALAMPY,,FMNQ,N,WGE,WGE,S16443100,-16.741944,E044285300,44.481389,00125,D,W011294 0105,1174,,,UN,,,,,200106,3808
,MA84021,AMPAMPAMENA,,FMNZ,N,WGE,WGE,S13290533,-13.484814,E048375786,48.632739,00049,D,W009402 0105,1156,,,UN,,,,,200106,3810
,LY76576,SEBHA,,HLLS,N,WGE,WGE,N26592979,26.991608,E014275646,14.465683,01427,A,E001443 1210,0541,Y,,CI,,,,,201008,3771
,LY77635,ZWARA,,HLZW,N,WGE,WGE,N32570817,32.952269,E012005569,12.015469,00000,D,E001469 1210,0423,,,CI,,,,,201009,3772
,LY78298,MISURATA,,HLMS,N,WGE,WGE,N32193121,32.325336,E015033939,15.060942,00017,C,E002114 1210,0423,,,MI,,,,,201010,3773
,LY80945,TRIPOLI INTL,,HLLT,N,WGE,WGE,N32394892,32.663589,E013093298,13.159161,00267,B,E001562 1210,0423,Y,,ML,,,,,201012,3774
